,sample_id,id,sentence,metaphor,gold_domain,majority_vote,top_ranked_domains
35,186,894,And yet I couldn’t shake the feeling that Gertner never really saw his project as primarily about climate change.,shake,OBJECT HANDLING,OBJECT HANDLING,"[""OBJECT HANDLING"",""MOVEMENT"",""RULE ENFORCER"",""DOWNWARD MOVEMENT"",""NATURAL PHYSICAL FORCE""]"
36,187,919,"Some of those candidates were talking about a Green New Deal, like the one put forward by the soon-to-be-youngest member of Congress, Alexandria Ocasio-Cortez, that would rapidly reduce the nation’s fossil fuel use while preparing the country for climate change.",forward,FORWARD MOVEMENT,FORWARD MOVEMENT,"[""FORWARD MOVEMENT"",""BACKWARD MOVEMENT"",""BUSINESS"",""CONTAMINATION"",""PARASITE""]"
37,188,871,"After a seven-hour marathon forum on Wednesday night in which 10 Democratic presidential candidates put forward their ideas for tackling global warming, the issue seems to have catapulted to the top of the political agenda.",forward,FORWARD MOVEMENT,FORWARD MOVEMENT,"[""FORWARD MOVEMENT"",""BACKWARD MOVEMENT"",""INSANITY"",""MAGIC"",""EMOTION EXPERIENCER""]"
38,189,875,"He has made the repeal of a carbon-trading plan passed by Ms. Gillard the centerpiece of his campaign, and as recently as 2009 he denied the existence of climate change caused by humans.",centerpiece,FURNISHINGS,FURNISHINGS,"[""FURNISHINGS"",""BUILDING"",""BACKWARD MOVEMENT"",""DISEASE"",""PHYSICAL BURDEN""]"
39,190,881,The audacious suggestion was the centerpiece of this year’s conference theme — fighting climate change.,centerpiece,FURNISHINGS,FURNISHINGS,"[""FURNISHINGS"",""BUILDING"",""WEATHER"",""SHAPE"",""SIZE""]"
40,191,899,"“The regulations on vehicles and power plants — that’s going be the centerpiece of what the U.S. can take to the next round of diplomatic talks,” said Adele Morris, an energy and climate change policy expert at the Brookings Institution.",centerpiece,FURNISHINGS,FURNISHINGS,"[""FURNISHINGS"",""BUILDING"",""FABRIC"",""CROP"",""ABYSS""]"
41,192,916,"Mr. Obama, who has made climate change a signature issue of his presidency, announced the centerpiece of his plan this year.",centerpiece,FURNISHINGS,FURNISHINGS,"[""FURNISHINGS"",""CONTAINER"",""MAZE"",""DELICACY"",""PORTAL""]"
42,193,913,"And Gov. Arnold Schwarzenegger,  who announced Monday with Mr. Blair that they would work to fight global warming,  has made environmental concerns a centerpiece of his re-election campaign.",centerpiece,FURNISHINGS,FURNISHINGS,"[""FURNISHINGS"",""BUILDING"",""PHYSICAL BURDEN"",""STAGE"",""VEHICLE""]"
43,194,880,"Even as the campaigns against the Islamic State and the Taliban have faltered, American diplomats have made remarkable progress across a number of fronts, from climate change to checking Iran’s nuclear ambitions.",fronts,WAR,WAR,"[""WAR"",""BATTLE"",""DISEASE"",""VISION"",""FABRIC""]"
44,195,940,"UNITED NATIONS, June 23—                     With Tony Blair, the new British Prime Minister, in the rhetorical vanguard, European heads of state  came before a gloom-and-doom conference of the world's nations today and demanded ever more forceful actions by the United States to confront environmental trends like global warming.",vanguard,WAR,WAR,"[""WAR"",""BATTLE"",""DESTROYER"",""POSITION AND CHANGE OF POSITION ON A SCALE"",""CONFINEMENT""]"
45,196,877,Re “Reports From Four Fronts in the War on Warming” (April 3): Robert O. Mendelsohn is quoted as saying that it is easier to sell the idea of reducing greenhouse emissions to industrialized countries when it seems that we are “all in this together.”,Fronts,WAR,WAR,"[""WAR"",""BATTLE"",""DELICACY"",""MEDICINE"",""MACHINE""]"
46,197,901,"It is an encouraging document, in that it presents a manageable way to think about how to address global warming — basically, to approach it on many fronts simultaneously — without suggesting we need one big, magical fix.",fronts,WAR,WAR,"[""WAR"",""PHYSICAL LOCATION"",""FURNISHINGS"",""SERVANT"",""POSITION AND CHANGE OF POSITION ON A SCALE""]"
47,198,874,On multiple legal fronts the question is being asked: Did Exxon Mobil’s communications about climate change break the law?,fronts,WAR,WAR,"[""WAR"",""BATTLE"",""STORY"",""FABRIC"",""GEOGRAPHIC FEATURE""]"
48,199,876,"The pollution argument is beginning to gain ground even among some environmentalists, who have generally opposed nuclear power but who increasingly view conventional power plants as heavy contributors to global warming and acid rain.",gain,FORWARD MOVEMENT,FORWARD MOVEMENT,"[""FORWARD MOVEMENT"",""RESOURCE"",""LIGHT"",""FORWARD MOVEMENT"",""GAP""]"
49,200,930,"LONDON — District heating, a technology as old as the Romans, is gaining ground in Britain as the government searches for ways to cut  the emissions of global warming gases.",gaining,FORWARD MOVEMENT,FORWARD MOVEMENT,"[""FORWARD MOVEMENT"",""PHYSICAL OBJECT"",""LOW LOCATION"",""BACKWARD MOVEMENT"",""ENERGY""]"
0,201,1192,"Another novel response gaining attention lately is the idea of applying international refugee law — largely drafted after World War II to protect people fleeing political, religious or racial persecution — to those forced from their homes because of climate change.",gaining,FORWARD MOVEMENT,FORWARD MOVEMENT,"[""FORWARD MOVEMENT"",""UPWARD MOVEMENT"",""A GOD"",""MORAL DUTY"",""FOOD""]"
1,202,1139,"Critics of the teaching of evolution in the nation’s classrooms are gaining ground in some states by linking the issue to global warming, arguing that dissenting views on both scientific subjects should be taught in public schools.",gaining,FORWARD MOVEMENT,FORWARD MOVEMENT,"[""FORWARD MOVEMENT"",""DESIRE"",""STRENGTH"",""ENSLAVEMENT"",""DOWNWARD MOVEMENT""]"
2,203,1140,Today Leslie Kaufman has a front-page story about how critics of evolution are gaining ground by linking the issue to climate change and arguing that dissenting views on both should be taught in public schools.,gaining,FORWARD MOVEMENT,FORWARD MOVEMENT,"[""FORWARD MOVEMENT"",""PHYSICAL OBJECT"",""ABYSS"",""LIGHT"",""DISEASE""]"
3,204,1180,U.N. is scrambling to find a new venue for next year’s global summit meeting on climate change after Brazil backed out as host.,backed,BACKWARD MOVEMENT,BACKWARD MOVEMENT,"[""BACKWARD MOVEMENT"",""PLIABILITY"",""TEMPERATURE"",""BUSINESS"",""THEFT""]"
4,205,1134,"“I think we all wish the economy was a lot better, but I feel very strongly that we can’t back away from progress we’ve made on really important things like climate change,” Mr. Doyle said.",away,MOVEMENT,BACKWARD MOVEMENT,"[""MOVEMENT"",""BACKWARD MOVEMENT"",""MAZE"",""BARRIER"",""CONTAMINATION""]"
5,206,1176,• Here’s how New York is doubling down on its battle against climate change even as the federal government backs away from the issue.,away,BACKWARD MOVEMENT,BACKWARD MOVEMENT,"[""BACKWARD MOVEMENT"",""GAP"",""EMOTION EXPERIENCER"",""MACHINE"",""UPWARD MOVEMENT""]"
6,207,1138,"Daniel F. Becker, director of the group's global warming program, said that because Ford had already backed off a previous promise to build more fuel-efficient sport utility vehicles, the company was \\\rapidly becoming the automaker that cried wolf.\\\",backed,BACKWARD MOVEMENT,BACKWARD MOVEMENT,"[""BACKWARD MOVEMENT"",""OBJECT HANDLING"",""EMOTION EXPERIENCER"",""MAGIC"",""FOOD""]"
7,208,1144,"(In October, Mr. Trump backed away from calling climate change a fiction, but added that scientists “have a very big political agenda.”)",backed,BACKWARD MOVEMENT,BACKWARD MOVEMENT,"[""BACKWARD MOVEMENT"",""OBJECT HANDLING"",""MAGIC"",""FIRE"",""BUILDING""]"
8,209,1172,"Though the Democratic candidates take global warming seriously, the two leading Republican candidates, Donald Trump and Ted Cruz, who don’t have a rudimentary grasp of the subject, are not only criticizing Mr. Obama’s initiatives but also questioning or denying the science of climate change.",grasp,HUMAN BODY,HUMAN BODY,"[""HUMAN BODY"",""OBJECT HANDLING"",""SIZE"",""MAZE"",""ANIMAL""]"
9,210,1132,"The Democrat, Assemblywoman Shelley Mayer of Yonkers, has a better grasp of how to use the culture of Albany to deliver fair funding to local schools, address climate change and pollution in the Hudson River, promote criminal justice reform and tackle the corruption and abuses of power that she has seen and resisted firsthand.",grasp,HUMAN BODY,HUMAN BODY,"[""HUMAN BODY"",""OBJECT HANDLING"",""PHYSICAL OBJECT"",""INSANITY"",""FIRE""]"
10,211,1147,"In his address in Ohio, Mr. Biden hit many of the same things he has been stressing for months, even years in some cases: that Mr. Trump’s divisive presidency poses a unique threat to the nation’s character, that he does not respect even members of the military, that he does not grasp the threat of climate change and that he has mishandled the pandemic at every turn.",grasp,HUMAN BODY,HUMAN BODY,"[""HUMAN BODY"",""OBJECT HANDLING"",""SERVANT"",""FABRIC"",""PROTECTION""]"
11,212,1188,He has a sophisticated grasp of the complexities of global warming and a strong belief in fighting it aggressively.,grasp,HUMAN BODY,HUMAN BODY,"[""HUMAN BODY"",""OBJECT HANDLING"",""PHYSICAL OBJECT"",""BLOOD STREAM"",""BUSINESS""]"
12,213,1146,"Mr. Biden will get certain things done quickly: rejoin the Paris Agreement on climate change; reassert the importance of American values, including the defense of democracy and human rights; rebuild shaken ties with the European Union and other allies across the world; restore the place of truth so that America’s word is worth something again; and reject the zero-sum approach of Mr. Trump which failed to grasp the mutual benefits of open trade and a rules-based global order.",grasp,HUMAN BODY,HUMAN BODY,"[""HUMAN BODY"",""OBJECT HANDLING"",""GAP"",""AVERSION"",""SCIENCE""]"
13,214,1133,"Referring to Gov. Rick Perry of Texas, who has sought federal aid to fight wildfires caused by a prolonged drought, Mr. Obama said: “You’ve got a governor whose state is on fire denying climate change.",got,OBJECT HANDLING,OBJECT HANDLING,"[""OBJECT HANDLING"",""PHYSICAL OBJECT"",""AVERSION"",""PROTECTION"",""BUILDING""]"
14,215,1158,"A huge portion of the conference consisted of “Side Events,” usually having one to several speakers addressing a climate-change issue, and rarely involving the negotiations.",having,OBJECT HANDLING,OBJECT HANDLING,"[""OBJECT HANDLING"",""PHYSICAL OBJECT"",""SERVANT"",""LIGHT"",""CLOTHING""]"
15,216,1148,"Referring to Gov. Rick Perry of Texas, who has sought federal aid to fight wildfires caused by a prolonged drought, Mr. Obama said: “You’ve got a governor whose state is on fire denying climate change.",got,OBJECT HANDLING,OBJECT HANDLING,"[""OBJECT HANDLING"",""PHYSICAL OBJECT"",""PHYSICAL OBJECT"",""LOW POINT"",""LIFE STAGE""]"
16,217,1153,"\\\What you've got here is a situation where in nature over a short period of time, they have been adapting to climate change.\\\",got,OBJECT HANDLING,OBJECT HANDLING,"[""OBJECT HANDLING"",""PHYSICAL OBJECT"",""PORTAL"",""ABYSS"",""GOAL DIRECTED""]"
17,218,1125,"“That’s got Kyoto written all over it,” he said, referring to the climate change treaty rejected by the United States.",got,OBJECT HANDLING,OBJECT HANDLING,"[""OBJECT HANDLING"",""PHYSICAL OBJECT"",""PORTAL"",""CONFINEMENT"",""GIFT""]"
18,219,1130,Political experts further questioned whether another drawn-out battle on climate change science would appeal much to voters.,battle,WAR,WAR,"[""WAR"",""BATTLE"",""SCIENCE"",""CLOTHING"",""PLANT""]"
19,220,1196,"The same Web site noted that three columnists for The Orange Country Register recently included the legalization and taxation of marijuana production in a list of ideas to help California balance its books — along with calls to privatize the state’s prisons, suspend the fight against global warming and drill for oil in the waters near the state’s beaches.",fight,STRUGGLE,STRUGGLE,"[""STRUGGLE"",""BATTLE"",""CONFINEMENT"",""PARASITE"",""PROTECTION""]"
20,221,1127,"On Wednesday, lawmakers confronted Rex W. Tillerson, the former oil executive nominated for secretary of state, over his unwillingness to criticize President Vladimir V. Putin of Russia and over his views on climate change.",confronted,HUMAN BODY,HUMAN BODY,"[""HUMAN BODY"",""COMPETITION"",""RESOURCE"",""CROP"",""BODY OF WATER""]"
21,222,1149,"That dynamic sets up climate change as a potentially explosive issue on the 2016 campaign trail, which may pit Mrs. Clinton against a field of Republican candidates who question and deny the science that human activity causes global warming.",war,WAR,NO METAPHOR,"[""WAR"",""BATTLE"",""OBESITY"",""HAZARDOUS GEOGRAPHIC FEATURE"",""BARRIER""]"
22,223,1131,"In recent negotiations over joining the World Trade Organization and ratifying the Kyoto treaty on climate change, Russia has clashed fundamentally with Europe's vision on free markets and the environment.",clashed,STRUGGLE,STRUGGLE,"[""STRUGGLE"",""BATTLE"",""LOW POINT"",""PHYSICAL OBJECT"",""WEATHER""]"
23,224,1128,"It will also give him an opportunity to hammer a pet theme of late: that urban mayors are in the best position to enact problem-solving policies, whether fighting illegal gun trafficking or global warming.",hammer,TOOL,TOOL,"[""TOOL"",""MACHINE"",""BUSINESS"",""PARASITE"",""POSITION AND CHANGE OF POSITION ON A SCALE""]"
24,225,1181,"Criticisms of Mr. Gore have come not only from conservative groups and prominent skeptics of catastrophic warming, but also from rank-and-file scientists like Dr. Easterbook, who told his peers that he had no political ax to grind.",grind,TOOL,TOOL,"[""TOOL"",""FORCEFUL EXTRACTION"",""STAGE"",""BACKWARD MOVEMENT"",""PATHWAY""]"
25,226,1126,"Republicans did not interpret the president’s jabs at their positions on the minimum wage, climate change and Cuba — interspersed with calls for compromise — as a hopeful sign.",jabs,TOOL,TOOL,"[""TOOL"",""GAME"",""UPWARD MOVEMENT"",""GAME"",""THEFT""]"
26,227,1141,"Before Mr. Morrison started emphasizing that the best way to fight future fires would be through more preventive burning rather than serious action on global warming, Mr. Kelly was hammering the point.",hammering,TOOL,TOOL,"[""TOOL"",""PHYSICAL HARM"",""WEAKNESS"",""PHYSICAL OBJECT"",""PLANT""]"
27,228,1129,"From the scientists holding an oversize chalkboard to the Hurricane Sandy victims toting life preservers, the march was a self-consciously inclusive affair, with the organizers intent on creating a very big tent, which they hoped would hammer home the relevance of climate change and its effects.",hammer,TOOL,TOOL,"[""TOOL"",""PHYSICAL HARM"",""VEHICLE"",""FURNISHINGS"",""BLOOD STREAM""]"
28,229,1152,"WASHINGTON — The pitched battle over President Obama’s signature climate change policy, which is moving to the courts this week, carries considerable political, economic and historical stakes.",stakes,OBJECT HANDLING,OBJECT HANDLING,"[""OBJECT HANDLING"",""GOAL DIRECTED"",""HUMAN BODY"",""BARRIER"",""CONTAMINATION""]"
29,230,1156,"Democrats insisted they could use the court fight to spur voters on the individual priorities that resonate with them, citing the stakes for climate change, campaign finance changes, abortion rights, immigration — mobilizing them on a topic that goes beyond the court but is tied to who chooses the new justice.",stakes,OBJECT HANDLING,OBJECT HANDLING,"[""OBJECT HANDLING"",""BUILDING"",""LOW POINT"",""DESIRE"",""SCIENCE""]"
30,231,1151,"It’s “Don’t Even Think About It: Why Our Brains Are Wired to Ignore Climate Change,” by George Marshall, whose work on how disasters reinforce peoples’ identities was explored here.",Wired,FURNISHINGS,FURNISHINGS,"[""FURNISHINGS"",""CONFINEMENT"",""MORAL DUTY"",""DOWNWARD MOVEMENT"",""PROTECTION""]"
31,232,1137,"But on this, Republicans are dead set against taking action on climate change on the national level.",set,FURNISHINGS,FURNISHINGS,"[""FURNISHINGS"",""OBJECT HANDLING"",""BODY OF WATER"",""BLOOD STREAM"",""OBESITY""]"
32,233,1161,"He has signaled that addressing climate change will be one of the centerpieces of a raft of policies, from agriculture to transportation.",centerpieces,FURNISHINGS,FURNISHINGS,"[""FURNISHINGS"",""CONTAINER"",""COMPETITION"",""FABRIC"",""PROTECTION""]"
33,234,1178,"The election gave added evidence that climate wars have become an adjunct of the politics of grievance that have brought populists to power in America, Europe and elsewhere, and have rent electorates into bitterly opposed camps of urban and provincial, young and old, activist and cautious.",adjunct,FURNISHINGS,FURNISHINGS,"[""FURNISHINGS"",""MACHINE"",""CONFINEMENT"",""STRENGTH"",""WAR""]"
34,235,1150,"He is also attempting to broaden his appeal with more specific policy proposals: His first was a sweeping plan to address climate change, and he has taken steps to professionalize his campaign.",steps,FORWARD MOVEMENT,FORWARD MOVEMENT,"[""FORWARD MOVEMENT"",""MOVEMENT"",""CRIME"",""GEOGRAPHIC FEATURE"",""DOWNWARD MOVEMENT""]"
35,236,1167,"NEW DELHI — With international talks on climate change starting next week in Copenhagen, India staked out its early position  on Thursday by announcing that it would slow the growth of the nation’s greenhouse gas emissions by 2020, while also leaving open the possibility of taking bolder steps if an “equitable” deal can be reached during the negotiations.",taking,OBJECT HANDLING,OBJECT HANDLING,"[""OBJECT HANDLING"",""MOVEMENT"",""BUILDING"",""RESOURCE"",""DARKNESS""]"
36,237,1183,"European concerns: In a virtual summit between Mr. Xi and the European Union’s leadership, Europeans raised a litany of concerns, including China’s slow moves to combat climate change, its crackdowns in Hong Kong and Tibet, the imprisonment of a Swedish bookseller, the arrests of two Canadians in transparent retaliation for a criminal extradition case and China’s unilateral <HIGHLIGHT>moves</HIGHLIGHT> in the disputed waters of the South China Sea.",moves,MOVEMENT,MOVEMENT,"[""MOVEMENT"",""RESOURCE"",""SERVANT"",""DISEASE"",""CONTAMINATION""]"
37,238,1136,"It would probably be the most important thing we can do to fight the war on terror, would wean us away from our dependence on oil, would address the problem of global warming in a major way, and would provide substantial revenue for solving our energy problems.",thing,TOOL,TOOL,"[""TOOL"",""PHYSICAL OBJECT"",""BUSINESS"",""PHYSICAL HARM"",""ACCIDENT""]"
38,239,1123,"–  In Congress, Senate Republicans took the first steps to avert a government shutdown, scheduling a vote on a temporary spending plan, while Senate Democrats offered a climate change bill that had no chance of passing but that they said would push for policies that could help them in 2016.",steps,FORWARD MOVEMENT,FORWARD MOVEMENT,"[""FORWARD MOVEMENT"",""GOAL DIRECTED"",""RULE ENFORCER"",""GOAL DIRECTED"",""FURNISHINGS""]"
39,240,1143,Joe Nocera accuses James Hansen of abandoning science by making “apocalyptic” pronouncements linking climate change with fossil fuels.,making,FACTORY,FACTORY,"[""FACTORY"",""BUILDING"",""JOURNEY"",""IMPURITY"",""LIGHT""]"
40,241,1145,"“The Paris agreement was flawed from the beginning — a shortsighted approach that set unattainable targets for the United States while not holding international partners to the same standards,” said Senator James Inhofe, Republican of Oklahoma, who has called climate change a hoax.",set,OBJECT HANDLING,NO METAPHOR,"[""OBJECT HANDLING"",""MOVEMENT"",""ENSLAVEMENT"",""UPWARD MOVEMENT"",""PHYSICAL BURDEN""]"
41,242,1165,A $2 trillion climate plan that Mr. Biden issued in July was titled the “Plan to Secure Environmental Justice and Equitable Opportunity in a Clean Energy Future” and set a goal that 40 percent of all clean energy spending would go to disadvantaged communities.,set,GOAL DIRECTED,GOAL DIRECTED,"[""GOAL DIRECTED"",""TOOL"",""IMPURITY"",""HIGH LOCATION"",""WEAKNESS""]"
42,243,1142,"That is the target set by the 2015 Paris Accord, a landmark agreement among most of the world’s nations to fight global warming.",set,WAR,GOAL DIRECTED,"[""WAR"",""TOOL"",""BUSINESS"",""GOAL DIRECTED"",""RULE ENFORCER""]"
43,244,1175,"“The people who are making these decisions are taking some real risk,” said Ben Strauss, the director of the Program on Sea Level Rise at Climate Central, a group that studies the effects of climate change.",making,FACTORY,FACTORY,"[""FACTORY"",""BUSINESS"",""ACCIDENT"",""LIFE STAGE"",""PLIABILITY""]"
44,245,1154,"Greater fuel efficiency -- the very thing that would reduce America's oil dependency, as well as its contribution to global warming -- has taken a back seat.",seat,FURNISHINGS,FURNISHINGS,"[""FURNISHINGS"",""CONTAINER"",""RULE ENFORCER"",""MOVEMENT"",""CLOTHING""]"
45,246,1135,"Mr. Bush would also not be taking the head-in-sand positions he has in opposition to stem cell research, climate change, population control and evolution -- positions from which centrist Republicans are now distancing themselves.",head-in-sand,FURNISHINGS,FURNISHINGS,"[""FURNISHINGS"",""CLOTHING"",""MORAL DUTY"",""STRENGTH"",""HAZARDOUS GEOGRAPHIC FEATURE""]"
46,247,1190,"[C8.]DIGITAL DIVIDE STILL A CONCERN -- Concerns over a growing digital divide have taken a back seat to the challenge of climate change at this year's World Economic Forum in Davos, Switzerland.",seat,FURNISHINGS,FURNISHINGS,"[""FURNISHINGS"",""CONTAINER"",""EMOTION EXPERIENCER"",""AVERSION"",""STRUGGLE""]"
47,248,1163,Dr. Harrison said that 50 years was a ''good back-of-the-envelope number'' for the time a valley glacier took to adjust to climate change.,back-of-the-envelope,FURNISHINGS,FURNISHINGS,"[""FURNISHINGS"",""CONTAINER"",""PLIABILITY"",""A RIGHT"",""OBJECT HANDLING""]"
48,249,1124,"In future elections, voters need to demand that climate change be a front-burner political issue.",front-burner,FURNISHINGS,FURNISHINGS,"[""FURNISHINGS"",""ENERGY"",""BARRIER"",""WEATHER"",""CRIME""]"
49,250,1169,He puts at least part of the blame on global warming.,puts,OBJECT HANDLING,OBJECT HANDLING,"[""OBJECT HANDLING"",""RESOURCE"",""UPWARD MOVEMENT"",""CONTAMINATION"",""BODY OF WATER""]"
0,251,1380,"As it turned out, Mr. Lazio was forced to withdraw one of the ads, which attacked Mrs. Clinton for support a treaty on global warming, after he was criticized by environmental groups.",attacked,WAR,WAR,"[""WAR"",""BATTLE"",""PARASITE"",""STRUGGLE"",""ANIMAL""]"
1,252,1333,"Over the past two months, Republican lawmakers, the Trump campaign and conservative outlets have hammered the themes that Democrats are more interested in climate change than reviving the economy, that Mr. Biden and environmental groups are seeking to exploit the pandemic to push a “radical” green agenda, and that the economic fallout of Covid-19 is a preview of life under ambitious climate change policies.",hammered,TOOL,TOOL,"[""TOOL"",""PHYSICAL HARM"",""PARASITE"",""DESTROYER"",""PHYSICAL LOCATION""]"
2,253,1324,WASHINGTON —  A panel of federal judges appeared inclined on Thursday to dismiss the first legal challenge to President Obama’s most far-reaching regulation to slow climate change.,dismiss,BACKWARD MOVEMENT,BACKWARD MOVEMENT,"[""BACKWARD MOVEMENT"",""MOVEMENT"",""WAR"",""LIFE STAGE"",""GEOGRAPHIC FEATURE""]"
3,254,1340,"The ruling specifically takes the Trump administration to task for failing to address the Obama administration’s arguments about climate change, including the need to keep rising global temperatures at safe levels as a basis for denying the pipeline permit.",takes,OBJECT HANDLING,OBJECT HANDLING,"[""OBJECT HANDLING"",""FORCEFUL EXTRACTION"",""HIGH POINT"",""RULE ENFORCER"",""PORTAL""]"
4,255,1338,His mission was to persuade Republican members of Congress to acknowledge climate change in the party platform that would shape the Republican National Convention in late July.,platform,BUILDING,BUILDING,"[""BUILDING"",""SCIENCE"",""A RIGHT"",""STAGE"",""THEFT""]"
5,256,1369,"(While members of any party can attend trainings, the group doesn’t endorse Republicans for federal offices because, Ms. Naughton said, “we can’t justify supporting Republicans when the G.O.P. platform is aligned against scientific consensus on issues like climate change.”)",platform,BUILDING,BUILDING,"[""BUILDING"",""SCIENCE"",""GAP"",""FORWARD MOVEMENT"",""DISEASE""]"
6,257,1354,"Mr. Biden will get certain things done quickly: rejoin the Paris Agreement on climate change; reassert the importance of American values, including the defense of democracy and human rights; rebuild shaken ties with the European Union and other allies across the world; restore the place of truth so that America’s word is worth something again; and reject the zero-sum approach of Mr. Trump which failed to grasp the mutual benefits of open trade and a rules-based global order.",order,BUILDING,BUILDING,"[""BUILDING"",""SHAPE"",""GAP"",""HIGH POINT"",""VISION""]"
7,258,1331,"From climate change (she supports renewable energy investment) to abortion (she has been a supporter of abortion rights her entire career), Ms. Guadagno has not shown a rigid adherence to the party’s platform or conservative ethos.",platform,BUILDING,BUILDING,"[""BUILDING"",""SCIENCE"",""STAGE"",""CONTAMINATION"",""GAP""]"
8,259,1350,"Democrats on Tuesday night officially approved a new party platform, outlining a sweeping set of policies on key issues including health care, climate change and the economy.",platform,BUILDING,BUILDING,"[""BUILDING"",""SCIENCE"",""SHAPE"",""COMPETITION"",""PLIABILITY""]"
9,260,1326,"Climate change matters are overseen by the House Energy and Commerce Committee, as well as the Natural Resources Committee; the select committee did not pass legislation but did hold hearings, which will cease in the new Congress.",pass,MOVEMENT,MOVEMENT,"[""MOVEMENT"",""PATHWAY"",""A GOD"",""PHYSICAL LOCATION"",""FABRIC""]"
10,261,1356,"And in June, the House Armed Services Committee passed an amendment to the 2018 National Defense Authorization Act that would require the secretary of defense to submit a report on how climate change could affect American military installations and combat requirements over the next 20 years.",passed,PATHWAY,PATHWAY,"[""PATHWAY"",""BARRIER"",""PARASITE"",""DESTROYER"",""MAGIC""]"
11,262,1327,Yet another law the state legislature passed in 2012 prohibited state coastal planning officials from taking into account the effects of sea-level rise because of climate change.,passed,PATHWAY,PATHWAY,"[""PATHWAY"",""MOVEMENT"",""PHYSICAL LOCATION"",""TOOL"",""MOVEMENT""]"
12,263,1353,"But no issue might be as problematic for Democrats as climate change, specifically how far the House should go to combat it when the Senate is in Republican hands, headed by a majority leader, Senator Mitch McConnell, who jealously guards the coal interests of his state, Kentucky.",headed,MOVEMENT,MOVEMENT,"[""MOVEMENT"",""JOURNEY"",""FABRIC"",""A RIGHT"",""THEFT""]"
13,264,1358,"Climate change matters are overseen by the House Energy and Commerce Committee, as well as the Natural Resources Committee; the select committee did not pass legislation but did hold hearings, which will cease in the new Congress.",pass,MOVEMENT,PATHWAY,"[""MOVEMENT"",""PATHWAY"",""HAZARDOUS GEOGRAPHIC FEATURE"",""TEMPERATURE"",""ADDICTION""]"
14,265,1341,"From the foreign affairs angle, CNN’s Fareed Zakaria talks to Nathan Myhrvold, formerly the chief of technology at Microsoft, about solving global warming.",angle,BACKWARD MOVEMENT,NO METAPHOR,"[""BACKWARD MOVEMENT"",""SHAPE"",""PORTAL"",""BODY OF WATER"",""LOW POINT""]"
15,266,1325,"If there happens to be an unusual stretch of cold years, the do-nothing entrepreneurs would start a counter-cascade (and journalists would be be eager for a fresh angle on the climate story).",angle,BACKWARD MOVEMENT,NO METAPHOR,"[""BACKWARD MOVEMENT"",""SHAPE"",""CONTAINER"",""MORAL DUTY"",""FABRIC""]"
16,267,1343,"We need a functional government that raises ample revenues to meet the challenges we face, including an aging population, climate change (and the intense disasters it increasingly causes), inequality, poverty and the winds of geopolitical upheaval.",meet,GOAL DIRECTED,GOAL DIRECTED,"[""GOAL DIRECTED"",""STRENGTH"",""GEOGRAPHIC FEATURE"",""FAMILY"",""STRUGGLE""]"
17,268,1352,"Now, as the world’s largest economy and as the world’s second largest emitter, America bears our responsibility to address climate change, and we intend to meet that responsibility.",meet,GOAL DIRECTED,GOAL DIRECTED,"[""GOAL DIRECTED"",""MORAL DUTY"",""PLIABILITY"",""AVERSION"",""VEHICLE""]"
18,269,1361,"But it took no time at all, it seems, for leaders around the world to latch onto the notion that global warming will bring war.",latch,FURNISHINGS,FURNISHINGS,"[""FURNISHINGS"",""CONFINEMENT"",""GAP"",""BLOOD STREAM"",""PATHWAY""]"
19,270,1368,"But it took no time at all, it seems, for leaders around the world to latch onto the notion that global warming will bring war.",latch,FURNISHINGS,FURNISHINGS,"[""FURNISHINGS"",""CONFINEMENT"",""INSANITY"",""DESTROYER"",""PLANT""]"
20,271,1376,"“As Seas Rise, Millions Cling to Borrowed Time and Dying Land” (front page, March 29) paints a sadly accurate portrait of the worsening consequences of climate change for the people and environment of Bangladesh.",Cling,FURNISHINGS,FURNISHINGS,"[""FURNISHINGS"",""CONFINEMENT"",""HUMAN BODY"",""DESIRE"",""CRIME""]"
21,272,1348,"No one talks about climate change, but even Republicans voice support for clean energy and green jobs.",voice,HUMAN BODY,HUMAN BODY,"[""HUMAN BODY"",""PLIABILITY"",""BARRIER"",""PLIABILITY"",""MAGIC""]"
22,273,1337,"''We are writing,'' it complained, ''to voice deep disappointment with the lack of an Administration proposal to require significant reductions in global warming pollution.",voice,HUMAN BODY,HUMAN BODY,"[""HUMAN BODY"",""PLIABILITY"",""PATHWAY"",""BARRIER"",""FACTORY""]"
23,274,1339,"When Trump tries to ignore the provisions of a global accord to curb climate change, and charts a path for the United States as a rogue nation, the resistance will come from the millions of young Americans who found a voice in old Bernie Sanders.",voice,HUMAN BODY,HUMAN BODY,"[""HUMAN BODY"",""MAGIC"",""LOW POINT"",""HAZARDOUS GEOGRAPHIC FEATURE"",""CLOTHING""]"
24,275,1382,The Chinese government has emerged as one of the leading voices on fighting climate change.,voices,HUMAN BODY,HUMAN BODY,"[""HUMAN BODY"",""VISION"",""CLOTHING"",""STRENGTH"",""PATHWAY""]"
25,276,1378,"Mr. McCain has been an interesting voice on global warming, given that he broke with President Bush and most of his party years ago, acknowledging that the buildup of greenhouse gases from human activities was risky and mandatory steps were needed to curb emissions.",voice,HUMAN BODY,HUMAN BODY,"[""HUMAN BODY"",""MAGIC"",""STRUGGLE"",""POSITION AND CHANGE OF POSITION ON A SCALE"",""HIGH POINT""]"
